dataset,case_id,fault_type,root_service,fold,z1_rank,z1_root_margin,z2_rank,z2_root_margin,z3_rank,z3_root_margin,z2_vs_z1,z3_vs_z1,z2_top1_gained,z2_top1_lost,z3_top1_gained,z3_top1_lost,z2_top3_gained,z2_top3_lost,z3_top3_gained,z3_top3_lost,z2_top5_gained,z2_top5_lost,z3_top5_gained,z3_top5_lost
re2ob,re2ob-80bf4d093e6ab818,cpu,productcatalogservice,2,1,1.1089609824676527,1,0.9931346955966056,1,1.7194615826704194,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-84724d7aa2b9dabd,cpu,recommendationservice,0,1,6.743701780701398,1,8.885168410910534,1,13.105999351576331,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-8f991393cb9debdf,loss,emailservice,1,1,1.1264181034043625,1,0.151178498178548,1,0.49658296801306356,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-93de1fab2ca56e86,mem,emailservice,2,1,5.572462241242019,1,4.810451640723464,1,3.1070166441488105,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-97935dcb7cfd6e82,mem,emailservice,0,1,15.0078633714795,1,11.312110784676973,1,15.44287032562476,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-9e575f44de987a1a,cpu,checkoutservice,0,1,1.8736264944952117,1,2.510678662096531,1,3.786649070856484,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-a6318b7e89546125,disk,checkoutservice,2,1,1.7787654481371673,1,3.4787764682797704,1,11.444613710734506,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-a84cfdf477d8bf62,loss,currencyservice,0,9,-6.412231497125887,9,-5.9705472570915745,4,-3.7856724130907615,unchanged,improved,0,0,0,0,0,0,0,0,0,0,1,0
re2ob,re2ob-abc29368674e8298,mem,checkoutservice,2,1,3.3920272119120636,1,4.4791648084382025,1,8.902431118373432,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-acf69e21960f63d8,loss,currencyservice,2,6,-1.8665439183259025,3,-1.2187719502008525,6,-3.9151702791992475,improved,unchanged,0,0,0,0,1,0,0,0,1,0,0,0
re2ob,re2ob-af1b6a7e1667e3f5,mem,currencyservice,2,1,0.09955427764845926,2,-0.7513947870751752,3,-6.272399316103284,degraded,degraded,0,1,0,1,0,0,0,0,0,0,0,0
re2ob,re2ob-b17ce68eb2ce01ee,mem,checkoutservice,0,1,1.537909200987749,1,4.978752145146481,1,5.5762668238348105,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-b6db72fc58931786,delay,productcatalogservice,1,1,1.0711738149771524,1,4.150253461052861,1,4.737690360088438,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-b78a14faa7ea7263,socket,productcatalogservice,2,1,5.411772097442285,1,2.4039614368158038,1,7.025539659270807,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-b84066a37ca0c417,socket,productcatalogservice,1,1,3.6612757066879675,1,5.043907686726513,1,4.429505428798805,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-bb4a5b75716772f9,loss,emailservice,0,1,4.5924314379892,1,7.26284720067553,1,7.81458981885385,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-bd6f4fb8e84ccb69,socket,currencyservice,0,2,-2.6691584958024768,2,-2.7013133774908527,2,-9.183022631953676,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-c2ac02db4e3370a9,disk,productcatalogservice,2,1,0.9106711757620607,1,0.770622636971872,1,0.8811618935080574,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-c9c8f348d3f5974b,loss,recommendationservice,0,1,21.83457024701589,1,17.92561353508681,1,22.717307173914314,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-ca26cbb7c2cc0c87,delay,recommendationservice,0,1,2.309292975154083,1,4.114367206724033,1,7.0427727668964,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-ce3f410f61f739c2,mem,recommendationservice,1,1,2.6789795286395606,1,4.353402050451143,1,9.190322856479508,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-ce93ebf8eb13a5ed,socket,recommendationservice,2,1,3.5817215605850334,1,6.194699375923751,1,15.24453108257386,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-cec5183e3f5418cf,cpu,currencyservice,0,1,0.21446904035872372,1,1.5532592885311276,3,-3.7215182895800254,unchanged,degraded,0,0,0,1,0,0,0,0,0,0,0,0
re2ob,re2ob-d0382ea6cedfbd82,mem,productcatalogservice,2,1,2.2056643391162556,1,1.7469628840573046,1,1.7017592429799233,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-d0d93705e784491a,disk,productcatalogservice,1,1,0.6613433233207617,1,1.6895225723906435,1,2.8274598572240137,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-d3f1403a4a08a3b1,cpu,productcatalogservice,0,1,0.8553593521471123,1,2.3387847458170707,1,1.3194616422964813,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-d7f2f8eb2f0ad646,delay,emailservice,1,1,2.934880694700059,1,3.2482673778083733,1,4.890554363910551,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-da48e150772a24fd,cpu,currencyservice,1,2,-0.1308876439166653,1,0.6031230928638482,1,0.17497074430474058,improved,improved,1,0,1,0,0,0,0,0,0,0,0,0
re2ob,re2ob-df7b6eca09a6c41f,loss,recommendationservice,1,1,3.9547337545235868,1,4.369314427396203,1,5.6094331137335995,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-df7e831dddfac76c,delay,emailservice,2,1,0.26063430403118915,1,0.6467057337089503,1,2.739523459023358,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-e16e6de30ae75ccd,cpu,emailservice,2,1,2.7613072040978017,1,6.747675622240767,1,5.07262433255659,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-e357bd8aec246cdb,socket,currencyservice,2,1,0.7275730859289933,2,-0.38243825539237797,2,-0.35303427611890825,degraded,degraded,0,1,0,1,0,0,0,0,0,0,0,0
re2ob,re2ob-e849d2be7be5c713,socket,recommendationservice,0,4,-2.397617867424951,1,1.6009523016881984,1,2.1765237664475467,improved,improved,1,0,1,0,1,0,1,0,0,0,0,0
re2ob,re2ob-eb8f50fda4f9095f,disk,currencyservice,1,1,0.04960461386500015,1,2.098052502774298,1,4.836394670093197,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-f209212fc63ac713,mem,emailservice,1,1,3.647704477189553,1,3.5585972617965345,1,1.476905006982074,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-f2b4cc2f87b35c03,disk,recommendationservice,2,1,7.213860083864625,1,9.007703807130252,1,10.96884901949624,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-f30e2feeaa5218b8,delay,productcatalogservice,2,1,1.161662923966536,1,3.911964791489254,1,1.40937042108032,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-f874f110aae8efa9,delay,currencyservice,0,3,-1.95079465624437,1,1.9998540247263783,1,6.504491531598603,improved,improved,1,0,1,0,0,0,0,0,0,0,0,0
re2ob,re2ob-f88fc943d724a354,socket,productcatalogservice,0,1,1.976843494108735,1,3.1155570358031586,1,8.305545326028291,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-fa8a8fae0fda7c42,cpu,recommendationservice,1,1,2.944420917387008,1,2.8743355419164995,1,6.851337278574257,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-fd67c49516fa2028,cpu,currencyservice,2,3,-0.2870091889556381,2,-0.5670575590900029,3,-0.8345203270875006,improved,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2ob,re2ob-feeaaba6c71377df,loss,productcatalogservice,1,1,8.236219043110989,1,10.343472207372105,1,12.692335296674278,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-010695b192f8dbea,disk,ts-route-service,2,1,98.05824565606656,1,69.48434694769969,1,41.09801337026387,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-01d0096e9a504ced,loss,ts-auth-service,2,17,-2.813388287773998,4,-1.834668628723806,40,-17.414796503475777,improved,degraded,0,0,0,0,0,0,0,0,1,0,0,0
re2tt,re2tt-04ce93a682b70df6,mem,ts-train-service,1,7,-2.0825482707297587,3,-0.7766512398923862,2,-1.7443428619329193,improved,improved,0,0,0,0,1,0,1,0,1,0,1,0
re2tt,re2tt-0b529d9f6ca88d4b,cpu,ts-auth-service,2,1,0.8794454566374963,1,5.169118498772312,1,5.706578403879217,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-0f6b6213169d6acc,socket,ts-order-service,2,1,0.8990208876673398,1,1.3506358029581955,1,8.111918700686216,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-1283c56ed7675282,delay,ts-travel-service,0,4,-0.9364705650269105,4,-1.1410049714248487,10,-6.194196358234507,unchanged,degraded,0,0,0,0,0,0,0,0,0,0,0,1
re2tt,re2tt-14c6e1b70d0c21e5,loss,ts-auth-service,1,2,-0.02105986588238018,13,-2.190753235836274,7,-5.629652971335184,degraded,degraded,0,0,0,0,0,1,0,1,0,1,0,1
re2tt,re2tt-1d48b3aec1ec4470,disk,ts-auth-service,2,1,71.44760198295631,1,50.500304262797556,1,29.45162540092322,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-20258ce8dbcd2300,loss,ts-travel-service,0,4,-0.5098541251283075,4,-1.6728165983074552,1,5.47709421422886,unchanged,improved,0,0,1,0,0,0,1,0,0,0,0,0
re2tt,re2tt-22292d58b67911fb,mem,ts-order-service,1,1,0.6373418614595572,1,1.5037550578881742,1,2.2580623476091084,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-2782358136a64e6c,disk,ts-auth-service,1,1,97.67566472537433,1,67.56726671220818,1,39.09062852678174,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-2a03e4ad1a1d6f85,cpu,ts-train-service,0,7,-1.9943777443008295,1,0.38592292986962384,1,3.3682910348878092,improved,improved,1,0,1,0,1,0,1,0,1,0,1,0
re2tt,re2tt-2ae0e149b3ab15f1,socket,ts-order-service,1,1,1.3645040767292516,1,3.203718769112231,1,7.510165300475315,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-2ca7cff33586ca18,socket,ts-train-service,0,1,0.18121514454218346,1,1.0127658523677354,1,1.6298616031726354,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-2defd6e102bdaf53,cpu,ts-train-service,2,4,-2.1206190966875242,1,2.3237564259269927,1,5.058214498228434,improved,improved,1,0,1,0,1,0,1,0,0,0,0,0
re2tt,re2tt-2fc3d2fb9c492b7c,mem,ts-train-service,0,9,-1.843044110664441,4,-0.4672247076556477,4,-6.889760151855979,improved,improved,0,0,0,0,0,0,0,0,1,0,1,0
re2tt,re2tt-35e803c63786ac4e,delay,ts-route-service,1,1,0.0224089746426408,4,-2.3164896518662355,5,-5.169177969645336,degraded,degraded,0,1,0,1,0,1,0,1,0,0,0,0
re2tt,re2tt-38941ca70beb687a,delay,ts-train-service,0,1,0.7443340181986997,1,0.7888814362790413,1,4.219706929761244,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-3bd96ed8cc02f613,delay,ts-train-service,1,5,-1.9708621685942562,2,-0.05751406224929312,2,-0.4454195721328418,improved,improved,0,0,0,0,1,0,1,0,0,0,0,0
re2tt,re2tt-3e24ca7f9747c84e,socket,ts-travel-service,2,2,-0.08853458157344374,1,1.247354344264501,2,-4.2978532326004615,improved,unchanged,1,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-3fffa88dd3653f99,socket,ts-travel-service,1,2,-0.44174127710353517,1,0.21526596560553202,20,-12.862135516119494,improved,degraded,1,0,0,0,0,0,0,1,0,0,0,1
re2tt,re2tt-406c40ff0016fa9c,mem,ts-train-service,2,10,-0.8918357411118913,1,0.06354324181311988,3,-4.581874924558669,improved,improved,1,0,0,0,1,0,1,0,1,0,1,0
re2tt,re2tt-420fff915c5f5bc5,mem,ts-route-service,0,1,0.14679733927747662,3,-0.25923313291904826,37,-15.28414455323506,degraded,degraded,0,1,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-426ec979883ae8dc,delay,ts-order-service,1,1,0.25320665796382347,1,1.1668903741123184,1,0.5590571318949529,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-44604ef8713a5943,loss,ts-order-service,2,1,0.054643331498469117,1,0.6654052571517095,19,-8.374875045451203,unchanged,degraded,0,0,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-472c8339fd3703e9,cpu,ts-route-service,2,2,-0.7653550799233217,1,1.6491332627722919,1,0.5608148660883572,improved,improved,1,0,1,0,0,0,0,0,0,0,0,0
re2tt,re2tt-4780a4f90c190bf4,disk,ts-travel-service,2,1,106.76204784870754,1,70.36935933531184,1,39.811519791236556,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-56db4956167f9980,cpu,ts-travel-service,0,1,5.386046595821924,1,8.117270481663363,1,11.432769609460177,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-575015aa80c376c6,loss,ts-route-service,1,7,-0.6302673004450963,1,1.3185556637826883,1,3.1957671435574913,improved,improved,1,0,1,0,1,0,1,0,1,0,1,0
re2tt,re2tt-5a65eea398ba8435,delay,ts-train-service,2,3,-1.1990606901519065,1,0.004754872213981187,2,-1.9029714584027495,improved,improved,1,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-5bb89b87741349d7,cpu,ts-order-service,2,1,0.5935981595056727,1,0.5112742485693191,2,-5.136901447476051,unchanged,degraded,0,0,0,1,0,0,0,0,0,0,0,0
re2tt,re2tt-5d2e4747cab0d818,socket,ts-order-service,0,1,0.20013567253531583,1,0.57388659129297,2,-1.1028940722906597,unchanged,degraded,0,0,0,1,0,0,0,0,0,0,0,0
re2tt,re2tt-5f50dc54f6cb9fce,socket,ts-route-service,0,3,-0.48043143846711356,1,0.04957946080289233,6,-9.392861748886597,improved,degraded,1,0,0,0,0,0,0,1,0,0,0,1
re2tt,re2tt-606ef267348d40e5,delay,ts-route-service,0,3,-1.101301495228137,2,-0.5178056420698853,1,3.101214657299888,improved,improved,0,0,1,0,0,0,0,0,0,0,0,0
re2tt,re2tt-653810995a9aa3db,mem,ts-auth-service,2,1,0.2971575972472271,2,-0.011834661576775929,20,-8.258729107229627,degraded,degraded,0,1,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-67172e499653d426,socket,ts-route-service,1,1,11.634255480397558,1,8.800195505093297,1,11.905976292737638,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-6a0d1ebf31fb52a6,loss,ts-auth-service,0,1,0.47099746199292536,1,0.3553909021834656,2,-4.432958105714141,unchanged,degraded,0,0,0,1,0,0,0,0,0,0,0,0
re2tt,re2tt-714d157727edd2d0,cpu,ts-route-service,1,3,-0.20973674579538315,1,1.7468431088698804,13,-2.584516810444546,improved,degraded,1,0,0,0,0,0,0,1,0,0,0,1
re2tt,re2tt-722f5f89a57be699,mem,ts-travel-service,0,1,0.8282487991981586,1,1.6894679031286302,7,-13.19930947119946,unchanged,degraded,0,0,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-727331fee88d4ce7,loss,ts-route-service,2,1,1.255851244231521,1,2.0807388908756312,2,-4.899555007332051,unchanged,degraded,0,0,0,1,0,0,0,0,0,0,0,0
re2tt,re2tt-72822d018b0df53f,mem,ts-order-service,0,1,0.6794030202148482,1,1.7059844582918728,2,-6.445310683897446,unchanged,degraded,0,0,0,1,0,0,0,0,0,0,0,0
re2tt,re2tt-739ad24f1e2d7c29,delay,ts-travel-service,1,2,-0.15389375447444475,5,-1.774790973999398,1,4.56432138254398,degraded,improved,0,0,1,0,0,1,0,0,0,0,0,0
re2tt,re2tt-783d045c8102f972,delay,ts-auth-service,0,1,0.11794632699924357,1,2.6057316908705968,1,8.155285120216668,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-7cff180e5ff1cc71,loss,ts-train-service,1,7,-2.3156602075604997,3,-0.7925331892646961,1,0.24021917537271875,improved,improved,0,0,1,0,1,0,1,0,1,0,1,0
re2tt,re2tt-7d3fb265c1c0f9ed,cpu,ts-train-service,1,6,-2.4450323417935866,2,-1.1618349219633721,1,2.0927484680605932,improved,improved,0,0,1,0,1,0,1,0,1,0,1,0
re2tt,re2tt-7d84c0b80f7f0032,disk,ts-order-service,1,1,97.68970738158166,1,63.47220565962404,1,26.756603958603748,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-877f6cbd0cb33e7c,loss,ts-train-service,0,5,-2.5816158184508176,2,-1.6520710184629142,1,0.5192451529947029,improved,improved,0,0,1,0,1,0,1,0,0,0,0,0
